Date,Open,High,Low,Close,Volume
2021-02-12,47968.66,48985.8,46125,47287.6,85870.035697
2021-02-13,47298.15,48150,46202.53,47153.69,63768.097399
2021-02-14,47156.78,49707.43,47014.17,48577.79,73735.475533
2021-02-15,48580.47,49010.92,45570.79,47911.1,79398.156784
2021-02-16,47911.1,50689.18,47003.62,49133.45,88813.266298
2021-02-17,49133.45,52618.74,48947,52119.71,85743.637818
2021-02-18,52117.67,52530,50901.9,51552.6,60758.046954
2021-02-19,51552.61,56368,50710.2,55906,79659.77802
2021-02-20,55906,57700.46,53863.93,55841.19,80948.205314
2021-02-21,55841.19,58352.8,55477.59,57408.57,58166.708511
2021-02-22,57412.35,57508.47,47622,54087.67,134019.434944
2021-02-23,54087.67,54183.59,44892.56,48891,169375.025051
2021-02-24,48891,51374.99,46988.69,49676.2,91881.209252
2021-02-25,49676.21,52041.73,46674.34,47073.73,83310.673121
2021-02-26,47073.73,48424.11,44106.78,46276.87,109423.200663
2021-02-27,46276.88,48394,45000,46106.43,66060.834292
2021-02-28,46103.67,46638.46,43000,45135.66,83055.369042
2021-03-01,45134.11,49790,44950.53,49587.03,85086.111648
2021-03-02,49595.76,50200,47047.6,48440.65,64221.06214
2021-03-03,48436.61,52640,48100.71,50349.37,81035.913705
2021-03-04,50349.37,51773.88,47500,48374.09,82649.716829
2021-03-05,48374.09,49448.93,46300,48751.71,78192.496372
2021-03-06,48746.81,49200,47070,48882.2,44399.234242
2021-03-07,48882.2,51450.03,48882.2,50971.75,55235.028032
2021-03-08,50959.11,52402.78,49274.67,52375.17,66987.359664
2021-03-09,52375.18,54895,51789.41,54884.5,71656.737076
2021-03-10,54874.67,57387.69,53005,55851.59,84749.238943
2021-03-11,55851.59,58150,54272.82,57773.16,81914.812859
2021-03-12,57773.15,58081.51,54962.84,57221.72,73405.406047
2021-03-13,57221.72,61844,56078.23,61188.39,83245.091346
2021-03-14,61188.38,61724.79,58966.78,58968.31,52601.05275
2021-03-15,58976.08,60633.43,54600,55605.2,102771.427298
2021-03-16,55605.2,56938.29,53271.34,56900.75,77986.694355
2021-03-17,56900.74,58974.73,54123.69,58912.97,70421.620841
2021-03-18,58912.97,60129.97,57023,57648.16,66580.406675
2021-03-19,57641,59468,56270.74,58030.01,52392.652961
2021-03-20,58030.01,59880,57820.17,58102.28,44476.941776
2021-03-21,58100.02,58589.1,55450.11,57351.56,48564.470274
2021-03-22,57351.56,58430.73,53650,54083.25,62581.626169
2021-03-23,54083.25,55830.9,53000,54340.89,59789.365427
2021-03-24,54342.8,57200,51700,52303.65,83537.465021
2021-03-25,52303.66,53287,50427.56,51293.78,87400.534538
2021-03-26,51293.78,55073.46,51214.6,55025.59,63813.774692
2021-03-27,55025.59,56700.36,53950,55817.14,50105.475055
2021-03-28,55817.14,56559.75,54691.84,55777.63,39050.387511
2021-03-29,55777.65,58405.82,54800.01,57635.47,67857.937398
2021-03-30,57635.46,59368,57071.35,58746.57,55122.443122
2021-03-31,58746.57,59800,56769,58740.55,60975.542666
2021-04-01,58739.46,59490,57935.45,58720.44,47415.61722
2021-04-02,58720.45,60200,58428.57,58950.01,47382.418781
2021-04-03,58950.01,59791.72,56880,57051.94,47409.852113
2021-04-04,57051.95,58492.85,56388,58202.01,41314.081973
2021-04-05,58202.01,59272,56777.77,59129.99,54258.01579
2021-04-06,59129.99,59495.24,57413.02,57991.15,54201.000727
2021-04-07,57990.03,58655,55473,55953.45,71228.405659
2021-04-08,55953.44,58153.31,55700,58077.52,44283.147019
2021-04-09,58077.52,58894.9,57654,58142.54,40831.884911
2021-04-10,58142.55,61500,57900.01,59769.13,69906.424117
2021-04-11,59769.13,60699,59232.52,60002.43,41156.715391
2021-04-12,59998.8,61300,59350.59,59860,56375.037117
2021-04-13,59860.01,63777.77,59805.15,63575,82848.688746
2021-04-14,63575.01,64854,61301,62959.53,82616.343993
2021-04-15,62959.53,63800,62020,63159.98,51649.70034
2021-04-16,63158.74,63520.61,60000,61334.8,91764.139884
2021-04-17,61334.81,62506.05,59580.91,60006.66,58912.256128
2021-04-18,60006.67,60499,50931.3,56150.01,124882.131824
2021-04-19,56150.01,57526.81,54221.58,55633.14,78229.042267
2021-04-20,55633.14,57076.24,53329.96,56425,72744.482151
2021-04-21,56425,56757.91,53536.02,53787.63,66984.756909
2021-04-22,53787.62,55521.48,50500,51690.96,104656.631337
2021-04-23,51690.95,52131.85,47500,51125.14,132230.780719
2021-04-24,51110.56,51166.22,48657.14,50047.84,55361.512573
2021-04-25,50047.84,50567.91,46930,49066.77,58255.645004
2021-04-26,49066.76,54356.62,48753.44,54001.39,86310.802124
2021-04-27,54001.38,55460,53222,55011.97,54064.034675
2021-04-28,55011.97,56428,53813.16,54846.22,55130.459015
2021-04-29,54846.23,55195.84,52330.94,53555,52486.019455
2021-04-30,53555,57963,53013.01,57694.27,68578.910045
2021-05-01,57697.25,58458.07,56956.14,57800.37,42600.351836
2021-05-02,57797.35,57911.02,56035.25,56578.21,36812.878863
2021-05-03,56578.21,58981.44,56435,57169.39,57649.931286
2021-05-04,57169.39,57200,53046.69,53200.01,85324.625903
2021-05-05,53205.05,58069.82,52900,57436.11,77263.923439
2021-05-06,57436.11,58360,55200,56393.68,70181.671908
2021-05-07,56393.68,58650,55241.63,57314.75,74542.747829
2021-05-08,57315.49,59500,56900,58862.05,69709.906028
2021-05-09,58866.53,59300,56235.66,58240.84,69806.11991
2021-05-10,58240.83,59500,53400,55816.14,89586.34925
2021-05-11,55816.14,56862.43,54370,56670.02,64329.54055
2021-05-12,56670.02,58000.01,48600,49631.32,99842.789836
2021-05-13,49537.15,51367.19,46000,49670.97,147332.002121
2021-05-14,49671.92,51483,48799.75,49841.45,80082.204306
2021-05-15,49844.16,50700,46555,46762.99,89437.449359
2021-05-16,46762.99,49795.89,43825.39,46431.5,114269.812775
2021-05-17,46426.83,46686,42001,43538.04,166657.172736
